"			","2.000000"
"		7","2.000000"
"		B","1.000000"
"		J","2.000000"
"		M","1.000000"
"		P","1.000000"
"	$1","3.000000"
"	$4","3.000000"
"	$5","2.000000"
"	..","1.000000"
"	0,","8.000000"
"	03","1.000000"
"	05","1.000000"
"	1 ","7.000000"
"	1,","6.000000"
"	1.","6.000000"
"	10","10.000000"
"	11","6.000000"
"	12","5.000000"
"	13","6.000000"
"	14","4.000000"
"	15","10.000000"
"	16","7.000000"
"	17","5.000000"
"	18","4.000000"
"	19","9.000000"
"	2	","2.000000"
"	2 ","13.000000"
"	2,","6.000000"
"	2.","8.000000"
"	20","14.000000"
"	21","2.000000"
"	22","4.000000"
"	23","4.000000"
"	24","2.000000"
"	25","2.000000"
"	26","2.000000"
"	27","5.000000"
"	28","3.000000"
"	29","4.000000"
"	3	","2.000000"
"	3 ","11.000000"
"	3,","4.000000"
"	3.","5.000000"
"	30","2.000000"
"	31","7.000000"
"	32","1.000000"
"	33","2.000000"
"	34","4.000000"
"	35","1.000000"
"	36","2.000000"
"	39","2.000000"
"	4	","1.000000"
"	4 ","5.000000"
"	4%","1.000000"
"	4,","2.000000"
"	4.","1.000000"
"	42","3.000000"
"	43","2.000000"
"	45","1.000000"
"	46","1.000000"
"	47","2.000000"
"	49","2.000000"
"	5	","1.000000"
"	5 ","7.000000"
"	5.","1.000000"
"	50","3.000000"
"	51","1.000000"
"	52","2.000000"
"	54","2.000000"
"	55","1.000000"
"	57","2.000000"
"	59","3.000000"
"	6	","1.000000"
"	6 ","5.000000"
"	6,","2.000000"
"	6.","4.000000"
"	60","4.000000"
"	61","1.000000"
"	62","1.000000"
"	63","1.000000"
"	64","1.000000"
"	65","1.000000"
"	66","1.000000"
"	67","3.000000"
"	68","3.000000"
"	7	","5.000000"
"	7 ","2.000000"
"	7,","3.000000"
"	7.","4.000000"
"	70","1.000000"
"	73","2.000000"
"	74","3.000000"
"	75","1.000000"
"	76","3.000000"
"	77","2.000000"
"	78","1.000000"
"	8 ","1.000000"
"	8,","4.000000"
"	8.","1.000000"
"	80","3.000000"
"	82","3.000000"
"	83","2.000000"
"	84","2.000000"
"	85","2.000000"
"	86","1.000000"
"	9%","1.000000"
"	9,","1.000000"
"	9.","2.000000"
"	94","1.000000"
"	95","2.000000"
"	97","2.000000"
"	99","5.000000"
"	A ","1.000000"
"	Ac","1.000000"
"	Af","1.000000"
"	Ah","1.000000"
"	Al","5.000000"
"	An","2.000000"
"	As","1.000000"
"	Be","1.000000"
"	Ca","4.000000"
"	Co","1.000000"
"	Da","1.000000"
"	De","1.000000"
"	El","1.000000"
"	En","2.000000"
"	Eu","1.000000"
"	Fr","1.000000"
"	In","1.000000"
"	Ja","1.000000"
"	Jo","5.000000"
"	Ju","1.000000"
"	La","3.000000"
"	Le","1.000000"
"	Ll","1.000000"
"	Ma","2.000000"
"	Mo","1.000000"
"	Mu","1.000000"
"	Ob","1.000000"
"	PP","6.000000"
"	PS","3.000000"
"	Pa","1.000000"
"	Pe","10.000000"
"	Pr","1.000000"
"	Re","3.000000"
"	Ru","1.000000"
"	Sí","1.000000"
"	Un","1.000000"
"	Vo","1.000000"
"	[.","1.000000"
"	ab","1.000000"
"	ag","1.000000"
"	an","1.000000"
"	ca","1.000000"
"	de","1.000000"
"	eu","1.000000"
"	fe","1.000000"
"	ge","1.000000"
"	ju","2.000000"
"	ma","2.000000"
"	n/","3.000000"
"	no","1.000000"
"	oc","1.000000"
"	pe","1.000000"
"	se","1.000000"
"	«s","1.000000"
"	Àr","1.000000"
"	És","1.000000"
"  +","1.000000"
"  .","2.000000"
"  6","1.000000"
"  7","1.000000"
"  A","6.000000"
"  B","1.000000"
"  C","11.000000"
"  E","3.000000"
"  G","1.000000"
"  I","2.000000"
"  M","1.000000"
"  N","1.000000"
"  O","1.000000"
"  P","3.000000"
"  T","2.000000"
"  e","1.000000"
"  l","1.000000"
"  p","1.000000"
"  À","1.000000"
" "" ","3.000000"
" ""2","1.000000"
" ""A","11.000000"
" ""B","3.000000"
" ""C","17.000000"
" ""D","7.000000"
" ""E","11.000000"
" ""F","5.000000"
" ""G","3.000000"
" ""H","5.000000"
" ""J","2.000000"
" ""K","1.000000"
" ""L","12.000000"
" ""M","12.000000"
" ""N","6.000000"
" ""P","6.000000"
" ""Q","1.000000"
" ""R","4.000000"
" ""S","7.000000"
" ""T","6.000000"
" ""U","1.000000"
" ""Y","3.000000"
" ""a","4.000000"
" ""c","13.000000"
" ""d","3.000000"
" ""e","14.000000"
" ""f","6.000000"
" ""g","5.000000"
" ""i","3.000000"
" ""l","16.000000"
" ""m","11.000000"
" ""n","7.000000"
" ""o","2.000000"
" ""p","9.000000"
" ""q","2.000000"
" ""r","7.000000"
" ""s","11.000000"
" ""t","4.000000"
" ""u","4.000000"
" ""v","4.000000"
" ""z","1.000000"
" ""À","1.000000"
" ""è","1.000000"
" $ ","10.000000"
" $1","1.000000"
" $2","3.000000"
" $5","1.000000"
" $6","1.000000"
" %	","20.000000"
" % ","77.000000"
" %)","15.000000"
" %*","1.000000"
" %,","3.000000"
" %.","4.000000"
" %[","8.000000"
" & ","4.000000"
" '1","1.000000"
" '2","1.000000"
" '3","1.000000"
" '4","7.000000"
" '6","4.000000"
" '7","4.000000"
" '8","2.000000"
" 'B","2.000000"
" 'E","1.000000"
" 'K","1.000000"
" 'c","1.000000"
" 'e","2.000000"
" 'l","1.000000"
" 'p","2.000000"
" (""","6.000000"
" ('","12.000000"
" (+","2.000000"
" (-","3.000000"
" (.","8.000000"
" (0","18.000000"
" (1","213.000000"
" (2","174.000000"
" (3","31.000000"
" (4","20.000000"
" (5","15.000000"
" (6","10.000000"
" (7","7.000000"
" (8","8.000000"
" (9","7.000000"
" (A","74.000000"
" (B","59.000000"
" (C","66.000000"
" (D","24.000000"
" (E","99.000000"
" (F","69.000000"
" (G","42.000000"
" (H","16.000000"
" (I","15.000000"
" (J","23.000000"
" (K","1.000000"
" (L","23.000000"
" (M","57.000000"
" (N","14.000000"
" (O","13.000000"
" (P","54.000000"
" (Q","2.000000"
" (R","28.000000"
" (S","95.000000"
" (T","41.000000"
" (U","13.000000"
" (V","13.000000"
" (Z","7.000000"
" (a","70.000000"
" (b","8.000000"
" (c","41.000000"
" (d","46.000000"
" (e","77.000000"
" (f","8.000000"
" (g","10.000000"
" (h","4.000000"
" (i","15.000000"
" (j","3.000000"
" (l","33.000000"
" (m","21.000000"
" (n","10.000000"
" (o","15.000000"
" (p","35.000000"
" (q","17.000000"
" (r","10.000000"
" (s","22.000000"
" (t","13.000000"
" (u","9.000000"
" (v","6.000000"
" («","2.000000"
" (°","3.000000"
" (À","1.000000"
" (é","4.000000"
" (†","2.000000"
" (≥","1.000000"
" **","1.000000"
" +8","1.000000"
" - ","131.000000"
" -2","1.000000"
" -3","1.000000"
" -A","1.000000"
" -C","2.000000"
" -I","1.000000"
" -Y","1.000000"
" -a","2.000000"
" -c","3.000000"
" -d","5.000000"
" -e","2.000000"
" -h","1.000000"
" -i","2.000000"
" -j","1.000000"
" -l","4.000000"
" -m","1.000000"
" -p","1.000000"
" -q","2.000000"
" -s","7.000000"
" -t","2.000000"
" -u","1.000000"
" -«","1.000000"
" ..","4.000000"
" .[","1.000000"
" / ","2.000000"
" /1","1.000000"
" 0 ","12.000000"
" 0,","12.000000"
" 0-","35.000000"
" 0.","6.000000"
" 00","13.000000"
" 01","3.000000"
" 02","3.000000"
" 03","2.000000"
" 04","3.000000"
" 05","2.000000"
" 06","1.000000"
" 08","2.000000"
" 09","4.000000"
" 0–","1.000000"
" 1 ","60.000000"
" 1)","1.000000"
" 1,","17.000000"
" 1-","27.000000"
" 1.","39.000000"
" 10","115.000000"
" 11","73.000000"
" 12","118.000000"
" 13","94.000000"
" 14","64.000000"
" 15","117.000000"
" 16","75.000000"
" 17","135.000000"
" 18","206.000000"
" 19","1249.000000"
" 1;","1.000000"
" 1]","1.000000"
" 1a","2.000000"
" 1r","5.000000"
" 1–","1.000000"
" 2 ","82.000000"
" 2%","5.000000"
" 2)","3.000000"
" 2,","29.000000"
" 2-","41.000000"
" 2.","24.000000"
" 2/","1.000000"
" 20","939.000000"
" 21","55.000000"
" 22","53.000000"
" 23","45.000000"
" 24","34.000000"
" 25","63.000000"
" 26","37.000000"
" 27","54.000000"
" 28","46.000000"
" 29","33.000000"
" 2;","2.000000"
" 2]","1.000000"
" 2a","3.000000"
" 2n","5.000000"
" 2–","1.000000"
" 3 ","76.000000"
" 3%","2.000000"
" 3,","22.000000"
" 3-","21.000000"
" 3.","17.000000"
" 3/","2.000000"
" 30","72.000000"
" 31","36.000000"
" 32","16.000000"
" 33","17.000000"
" 34","8.000000"
" 35","15.000000"
" 36","19.000000"
" 37","5.000000"
" 38","15.000000"
" 39","5.000000"
" 3;","1.000000"
" 3]","1.000000"
" 3a","1.000000"
" 3r","4.000000"
" 3x","1.000000"
" 3×","2.000000"
" 3–","1.000000"
" 4 ","63.000000"
" 4%","1.000000"
" 4,","9.000000"
" 4-","22.000000"
" 4.","19.000000"
" 40","32.000000"
" 41","6.000000"
" 42","7.000000"
" 43","12.000000"
" 44","14.000000"
" 45","20.000000"
" 46","12.000000"
" 47","8.000000"
" 48","8.000000"
" 49","6.000000"
" 4;","4.000000"
" 4]","1.000000"
" 5 ","61.000000"
" 5%","1.000000"
" 5,","8.000000"
" 5-","7.000000"
" 5.","12.000000"
" 5/","1.000000"
" 50","45.000000"
" 51","6.000000"
" 52","10.000000"
" 53","6.000000"
" 54","10.000000"
" 55","16.000000"
" 56","10.000000"
" 57","8.000000"
" 58","9.000000"
" 59","2.000000"
" 5;","3.000000"
" 5]","1.000000"
" 5è","2.000000"
" 6 ","53.000000"
" 6%","1.000000"
" 6'","1.000000"
" 6,","10.000000"
" 6-","3.000000"
" 6.","8.000000"
" 60","28.000000"
" 61","4.000000"
" 62","9.000000"
" 63","11.000000"
" 64","5.000000"
" 65","6.000000"
" 66","7.000000"
" 67","6.000000"
" 68","3.000000"
" 69","7.000000"
" 6;","5.000000"
" 6a","1.000000"
" 6è","6.000000"
" 7 ","35.000000"
" 7%","2.000000"
" 7,","14.000000"
" 7-","1.000000"
" 7.","7.000000"
" 70","32.000000"
" 71","8.000000"
" 72","8.000000"
" 73","4.000000"
" 74","3.000000"
" 75","14.000000"
" 76","8.000000"
" 77","7.000000"
" 78","2.000000"
" 79","6.000000"
" 7;","2.000000"
" 7]","1.000000"
" 8 ","43.000000"
" 8%","1.000000"
" 8,","10.000000"
" 8-","2.000000"
" 8.","11.000000"
" 80","30.000000"
" 81","7.000000"
" 82","6.000000"
" 83","4.000000"
" 84","5.000000"
" 85","3.000000"
" 86","1.000000"
" 88","2.000000"
" 89","5.000000"
" 8;","5.000000"
" 8]","1.000000"
" 8è","1.000000"
" 9 ","31.000000"
" 9%","3.000000"
" 9,","12.000000"
" 9.","1.000000"
" 90","15.000000"
" 91","2.000000"
" 92","1.000000"
" 93","6.000000"
" 94","5.000000"
" 95","1.000000"
" 96","4.000000"
" 97","5.000000"
" 98","3.000000"
" 99","6.000000"
